,Author,Title,State,District,DateBan,Country,Description
1081,"Johnson, George M.",All Boys Aren't Blue,Michigan,Rochester Community Schools District,2022-04-01,USA,Banned Pending Investigation
1082,"Johnson, George M.",All Boys Aren't Blue,Missouri,Nixa Public Schools,2022-05-01,USA,Banned in Libraries and Classrooms
1083,"Johnson, George M.",All Boys Aren't Blue,Missouri,North Kansas City Schools,2021-10-01,USA,Banned Pending Investigation
1084,"Johnson, George M.",All Boys Aren't Blue,Missouri,Wentzville School District,2021-10-01,USA,Banned Pending Investigation
1085,"Johnson, George M.",All Boys Aren't Blue,New York,Yorktown Central School District,2022-01-01,USA,Banned Pending Investigation
1086,"Johnson, George M.",All Boys Aren't Blue,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1087,"Johnson, George M.",All Boys Aren't Blue,Pennsylvania,Downingtown Area School District,2021-10-01,USA,Banned Pending Investigation
1088,"Johnson, George M.",All Boys Aren't Blue,Pennsylvania,East Stroudsburg Area School District,2021-11-01,USA,Banned Pending Investigation
1089,"Johnson, George M.",All Boys Aren't Blue,Pennsylvania,North Penn School District,2021-09-01,USA,Banned in Libraries
1090,"Johnson, George M.",All Boys Aren't Blue,Tennessee,Collierville Schools,2022-02-01,USA,Banned in Libraries and Classrooms
1091,"Johnson, George M.",All Boys Aren't Blue,Texas,Cypress-Fairbanks Independent School District,2021-12-01,USA,Banned in Libraries
1092,"Johnson, George M.",All Boys Aren't Blue,Texas,Denton Independent School District,2021-12-01,USA,Banned in Libraries and Classrooms
1093,"Johnson, George M.",All Boys Aren't Blue,Texas,Katy Independent School District,2021-11-01,USA,Banned in Libraries and Classrooms
1094,"Johnson, George M.",All Boys Aren't Blue,Texas,Klein Independent School District,2021-11-01,USA,Banned Pending Investigation
1095,"Johnson, George M.",All Boys Aren't Blue,Texas,Lamar Consolidated Independent School District,2021-12-01,USA,Banned Pending Investigation
1096,"Johnson, George M.",All Boys Aren't Blue,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1097,"Johnson, George M.",All Boys Aren't Blue,Texas,Tyler Independent School District,2021-11-01,USA,Banned in Libraries and Classrooms
1098,"Johnson, George M.",All Boys Aren't Blue,Utah,Granite School District,2021-10-01,USA,Banned in Libraries
1099,"Johnson, George M.",All Boys Aren't Blue,Washington,Kent School District,2022-01-01,USA,Banned Pending Investigation
1100,"Johnson, George M.",We Are Not Broken,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1101,"Johnson, Kathleen Jeffrie",Target,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1102,"Johnson, Kim",This Is My America,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
1103,"Johnson, Kim",This Is My America,Pennsylvania,Pennridge School District,2021-08-01,USA,Banned in Classrooms
1104,"Johnson, Lana Wood",Speak for Yourself,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1105,"Johnson, Leah",Rise to the Sun,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1106,"Johnson, Leah",You Should See Me in a Crown,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1107,"Johnson, R. Kikuo",The Shark King,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1108,"Johnson, Varian",My Life as a Rhombus,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1109,"Johnson, Varian",The Parker Inheritance,North Carolina,Wilkes County School District,2022-04-01,USA,Banned in Classrooms
1110,"Johnson, Varian",The Parker Inheritance,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1111,"Johnson, Varian",What Were the Negro Leagues? (What was...? Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1112,"Johnston, E. K",That Inevitable Victorian Thing,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1113,"Johnston, E. K",The Afterward,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1114,"Johnston, E. K.","Exit, Pursued by a Bear",Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
1115,"Johnston, Tony",Any Small Goodness: A Novel of the Barrio,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1116,"Johnston, Tony",Day of the Dead,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1117,"Jones, Adam Garnet",Fire Song,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1118,"Jones, Carrie",Tips on Having a Gay (Ex) Boyfriend (Belle Series),Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1119,"Jones, Jaida",Master of One,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1120,"Jones, Kelly",Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1121,"Jones, Patrick",Combat Zone,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1122,"Joosten, Michael",My Two Dads and Me,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1123,"Joosten, Michael",My Two Moms and Me,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1124,"Jordan-Fenton, Christy",Fatty Legs: A True Story,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1125,"Joseph, Lynn",The Color of My Words,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1126,"Juby, Susan",Another Kind of Cowboy,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1127,"Juby, Susan",Another Kind of Cowboy,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1128,"Juby, Susan",Another Kind of Cowboy,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1129,"Juettner, Bonnie",Abortion,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1130,"Jules, Jacqueline",Abuela's Birthday (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1131,"Jules, Jacqueline",Abuela's Special Letters (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1132,"Jules, Jacqueline",Every Day Is Exciting (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1133,"Jules, Jacqueline",Hector's Hiccups (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1134,"Jules, Jacqueline",Lights Out (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1135,"Jules, Jacqueline",My Family Adventure (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1136,"Jules, Jacqueline",My Fantástica Family (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1137,"Jules, Jacqueline",My Vida Loca (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1138,"Jules, Jacqueline",Never Say a Mean Word Again: A Tale from Medieval Spain,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1139,"Jules, Jacqueline",Picture Perfect (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1140,"Jules, Jacqueline",Shopping Trip Trouble (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1141,"Jules, Jacqueline",Singing Superstar (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1142,"Jules, Jacqueline",Sofia's Party Shoes (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1143,"Jules, Jacqueline",The Beach Trip (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1144,"Jules, Jacqueline",The Marigold Mess (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1145,"Jules, Jacqueline",The Missing Mouse (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1146,"Jules, Jacqueline",The Secret Recipe (Sofía Martínez Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1147,"June, Jason",Jay's Gay Agenda,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1148,"Kahn, Hena",Amina's Voice (Amina's Voice Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1149,"Kaiser, Lisbeth","Maya Angelou (Little People, Big Dreams Series)",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1150,Kaito,"Blue Flag, Vol. 1 (Blue Flag Series)",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1151,Kaito,"Blue Flag, Vol. 2 (Blue Flag Series)",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1152,Kaito,"Blue Flag, Vol. 3 (Blue Flag Series)",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1153,Kaito,"Blue Flag, Vol. 4 (Blue Flag Series)",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1154,Kaito,"Blue Flag, Vol. 5 (Blue Flag Series)",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1155,Kaito,"Blue Flag, Vol. 6 (Blue Flag Series)",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1156,Kaito,"Blue Flag, Vol. 7 (Blue Flag Series)",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1157,"Kann, Claire",Let's Talk About Love,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1158,"Kann, Claire",Let's Talk About Love,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1159,"Kann, Claire",The Marvelous,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1160,"Karcz, Lauren",The Gallery of Unfinished Girls,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1161,"Karre, Elizabeth",The Fight (Surviving Southside Series),Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1162,"Katcher, Brian",Almost Perfect,Florida,Lee County Schools,2022-03-01,USA,Banned in Libraries and Classrooms
1163,"Katcher, Brian",Almost Perfect,Florida,Polk County Public Schools,2022-01-01,USA,Banned in Libraries
1164,"Katcher, Brian",Almost Perfect,Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1165,"Katcher, Brian",Almost Perfect,North Carolina,Iredell-Statesville School District,2022-02-01,USA,Banned in Libraries
1166,"Katcher, Brian",Almost Perfect,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1167,"Katcher, Brian",Almost Perfect,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1168,"Katz, Karen",Los colores de nuestra piel/The Colors of Us (Spanish Version),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1169,"Katz, Karen",The Colors of Us/Los colores de nuestra piel,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1170,"Kaur, Rupi",Milk and Honey,Florida,Brevard Public Schools,2022-05-01,USA,Banned Pending Investigation
1171,"Kaur, Rupi",Milk and Honey,Texas,Frisco Independent School District,2022-04-01,USA,Banned in Libraries and Classrooms
1172,"Kaur, Rupi",Milk and Honey,Texas,Killeen Independent School District,2022-04-01,USA,Banned in Libraries and Classrooms
1173,"Kay, Matthew R.","Not Light, but Fire: How to Lead Meaningful Race Conversations in the Classroom",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1174,"Keil, Melissa",Life in Outer Space,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1175,"Keil, Michelle Ruiz",Summer in the City of Roses,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1176,"Kemmerer, Brigid",More Than We Can Tell,Tennessee,Hamilton County Schools,2021-10-01,USA,Banned Pending Investigation
1177,"Kendi, Ibram X.",How to Be an Antiracist,Florida,Indian River County School District,2021-11-01,USA,Banned Pending Investigation
1178,"Kendi, Ibram X.",How to Be an Antiracist,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1179,"Kendi, Ibram X.",How to Be an Antiracist,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1180,"Kendi, Ibram X.",How to Be an Antiracist,Texas,Klein Independent School District,2021-11-01,USA,Banned Pending Investigation
1181,"Kendi, Ibram X.",How to Be an Antiracist,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1182,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Florida,Flagler Schools,2021-11-01,USA,Banned Pending Investigation
1183,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1184,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1185,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1186,"Kepnes, Caroline",You: A Novel of Dark Obsession (You Series),Florida,Brevard Public Schools,2022-05-01,USA,Banned Pending Investigation
1187,"Kern, Peggy",The Test (Bluford High Series),Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1188,"Kerr, M. E.","Hello, I Lied",Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
1189,"Keyser, Amber J.",Underneath It All: A History of Women's Underwear,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1190,"Khalil, Aya",The Arabic Quilt: An Immigrant Story,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1191,"Khan-Cullors, Patrisse",When They Call You a Terrorist (Young Adult Edition): A Story of Black Lives Matter and the Power to Change the World,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1192,"Khan, Brooke",Home of the Brave: 15 Immigrants Who Shaped U.S. History,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1193,"Khan, Hena",Like the Moon Loves the Sky,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1194,"Khan, Hena",Under My Hijab,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1195,"Khan, Rukhsana",Big Red Lollipop,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1196,"Khan, Sabina",The Love and Lies of Rukhsana Ali,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1197,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1198,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1199,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1200,"Khorram, Adib",Darius the Great Is Not Okay (Darius the Great Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1201,"Kiely, Brendan",The Other Talk: Reckoning with Our White Privilege,Texas,Fredericksburg Independent School District,2022-03-01,USA,Banned Pending Investigation
1202,"Kilbourne, Christina",They Called Me Red,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
1203,"Kilodavis, Cheryl",My Princess Boy,Florida,Broward County Public Schools,2022-06-01,USA,Banned in Libraries and Classrooms
1204,"King, A. S.",Ask the Passengers,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1205,"King, A. S.",Ask the Passengers,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1206,"King, A. S.",Ask the Passengers,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1207,"King, A. S.",Everybody Sees the Ants,Indiana,Middlebury Community Schools,2021-12-01,USA,Banned in Libraries
1208,"King, A. S.",Everybody Sees the Ants,Texas,Richardson Independent School District,2021-09-01,USA,Banned in Classrooms
1209,"King, Dedie",I See the Sun in Afghanistan,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1210,"King, Stephen",Elevation,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1211,"Kissinger, Katie",All the Colors We Are: Todos los colores de nuestra piel/The Story of How We Get Our Skin Color,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1212,"Kissinger, Katie",All the Colors We Are: Todos los colores de nuestra piel/The Story of How We Get Our Skin Color (Spanish Version),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1213,"Klehr, Dawn",The Cutting Room Floor,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1214,"Klein, Rebecca T.",Transgender Rights and Protections,Texas,Klein Independent School District,2021-11-01,USA,Banned Pending Investigation
1215,"Klise, James",Love Drugged,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1216,"Kluger, Steve","My Most Excellent Year: A Novel of Love, Mary Poppins, and Fenway Park",Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1217,"Kluger, Steve","My Most Excellent Year: A Novel of Love, Mary Poppins, and Fenway Park",Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1218,"Klune, T. J.",The Extraordinaries (The Extraordinaries Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1219,"Knight, Traci M.","RIPPED-APART Understanding, Coping and Living with Gender Dysphoria",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1220,"Knowles, Jo",Jumping Off Swings (Jumping Off Swings Series),Texas,Fredericksburg Independent School District,2022-03-01,USA,Banned Pending Investigation
1221,"Knowles, Jo",Pearl,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1222,"Knowles, Jo",See You at Harry's,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1223,"Kobabe, Maia",Gender Queer: A Memoir,Alaska,Anchorage School District,2021-10-01,USA,Banned in Libraries and Classrooms
1224,"Kobabe, Maia",Gender Queer: A Memoir,Florida,Brevard Public Schools,2021-11-01,USA,Banned in Libraries and Classrooms
1225,"Kobabe, Maia",Gender Queer: A Memoir,Florida,Orange County Public Schools,2021-10-01,USA,Banned in Libraries and Classrooms
1226,"Kobabe, Maia",Gender Queer: A Memoir,Florida,Osceola County School District,2022-04-01,USA,Banned Pending Investigation
1227,"Kobabe, Maia",Gender Queer: A Memoir,Florida,Pinellas County Schools,2021-10-01,USA,Banned in Libraries and Classrooms
1228,"Kobabe, Maia",Gender Queer: A Memoir,Idaho,West Ada School District,2022-02-01,USA,Banned in Libraries and Classrooms
1229,"Kobabe, Maia",Gender Queer: A Memoir,Illinois,Community High School District 117,2021-12-01,USA,Banned Pending Investigation
1230,"Kobabe, Maia",Gender Queer: A Memoir,Illinois,Harlem School District 122,2022-03-01,USA,Banned in Libraries and Classrooms
1231,"Kobabe, Maia",Gender Queer: A Memoir,Illinois,Lake Forest Schools,2021-12-01,USA,Banned in Libraries
1232,"Kobabe, Maia",Gender Queer: A Memoir,Iowa,Ankeny Community School District,2021-11-01,USA,Banned in Libraries and Classrooms
1233,"Kobabe, Maia",Gender Queer: A Memoir,Iowa,Waukee Community School District,2021-10-01,USA,Banned in Libraries
1234,"Kobabe, Maia",Gender Queer: A Memoir,Kansas,Goddard Public Schools,2021-11-01,USA,Banned Pending Investigation
1235,"Kobabe, Maia",Gender Queer: A Memoir,Maine,Regional School Unit No. 56,2022-06-01,USA,Banned in Libraries and Classrooms
1236,"Kobabe, Maia",Gender Queer: A Memoir,New York,Connetquot Central School District,2022-04-01,USA,Banned Pending Investigation
1237,"Kobabe, Maia",Gender Queer: A Memoir,New York,Wappingers Central School District,2022-03-01,USA,Banned in Libraries and Classrooms
1238,"Kobabe, Maia",Gender Queer: A Memoir,New York,Yorktown Central School District,2022-01-01,USA,Banned Pending Investigation
1239,"Kobabe, Maia",Gender Queer: A Memoir,Ohio,Hudson City Schools,2021-09-01,USA,Banned Pending Investigation
1240,"Kobabe, Maia",Gender Queer: A Memoir,Pennsylvania,Downingtown Area School District,2021-10-01,USA,Banned Pending Investigation
1241,"Kobabe, Maia",Gender Queer: A Memoir,Pennsylvania,East Stroudsburg Area School District,2021-11-01,USA,Banned Pending Investigation
1242,"Kobabe, Maia",Gender Queer: A Memoir,Pennsylvania,Fairview School District,2022-06-01,USA,Banned in Libraries and Classrooms
1243,"Kobabe, Maia",Gender Queer: A Memoir,Pennsylvania,Kutztown Area School District,2021-11-01,USA,Banned Pending Investigation
1244,"Kobabe, Maia",Gender Queer: A Memoir,Pennsylvania,North Penn School District,2021-09-01,USA,Banned in Libraries
1245,"Kobabe, Maia",Gender Queer: A Memoir,Pennsylvania,Wissahickon School District,2021-10-01,USA,Banned Pending Investigation
1246,"Kobabe, Maia",Gender Queer: A Memoir,South Carolina,Fort Mill Schools,2021-11-01,USA,Banned in Libraries and Classrooms
1247,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Birdville Independent School District,2021-10-01,USA,Banned in Libraries and Classrooms
1248,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Canutillo Independent School District,2021-10-01,USA,Banned in Libraries and Classrooms
1249,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Clear Creek Independent School District,2021-12-01,USA,Banned in Libraries and Classrooms
1250,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Cypress-Fairbanks Independent School District,2021-12-01,USA,Banned in Libraries and Classrooms
1251,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Fort Bend ISD,2022-01-01,USA,Banned in Libraries and Classrooms
1252,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Keller Independent School District,2021-11-01,USA,Banned in Libraries and Classrooms
1253,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Killeen Independent School District,2021-11-01,USA,Banned in Libraries and Classrooms
1254,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Prosper Independent School District,2022-01-01,USA,Banned in Libraries and Classrooms
1255,"Kobabe, Maia",Gender Queer: A Memoir,Texas,Spring Branch Independent School District,2021-11-01,USA,Banned in Libraries and Classrooms
1256,"Kobabe, Maia",Gender Queer: A Memoir,Utah,Canyons School District,2021-10-01,USA,Banned Pending Investigation
1257,"Kobabe, Maia",Gender Queer: A Memoir,Virginia,Fairfax County Public Schools,2021-09-01,USA,Banned Pending Investigation
1258,"Kobabe, Maia",Gender Queer: A Memoir,Virginia,Hanover County Public Schools,2022-01-01,USA,Banned Pending Investigation
1259,"Kobabe, Maia",Gender Queer: A Memoir,Virginia,Harrisonburg City Public Schools,2021-11-01,USA,Banned Pending Investigation
1260,"Kobabe, Maia",Gender Queer: A Memoir,Virginia,Loudoun County Public Schools,2021-09-01,USA,Banned in Libraries and Classrooms
1261,"Kobabe, Maia",Gender Queer: A Memoir,Virginia,Virginia Beach City Public Schools,2021-10-01,USA,Banned Pending Investigation
1262,"Kobabe, Maia",Gender Queer: A Memoir,Washington,Central Kitsap School District,2021-11-01,USA,Banned Pending Investigation
1263,"Kobabe, Maia",Gender Queer: A Memoir,Washington,Walla Walla Public Schools,2022-02-01,USA,Banned Pending Investigation
1264,"Koertge, Ron",Boy Girl Boy,Michigan,Gladwin Community Schools,2022-05-01,USA,Banned Pending Investigation
1265,"Koertge, Ron",Boy Girl Boy,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1266,"Konigsberg, Bill",Honestly Ben (Openly Straight Series),Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1267,"Konigsberg, Bill",Openly Straight (Openly Straight Series),Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
1268,"Konigsberg, Bill",Openly Straight (Openly Straight Series),Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1269,"Konigsberg, Bill",The Bridge,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1270,"Konigsberg, Bill",The Bridge,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1271,"Konigsberg, Bill",The Music of What Happens,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
1272,"Konigsberg, Bill",The Music of What Happens,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1273,"Konigsberg, Bill",The Music of What Happens,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1274,"Konigsberg, Bill",The Music of What Happens,Texas,Prosper Independent School District,2022-03-01,USA,Banned in Libraries and Classrooms
1275,"Konigsberg, Bill",The Porcupine of Truth,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
1276,"Kostecki-Shaw, Jenny Sue","Iguales, pero diferentes (Same, Same But Different)",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1277,"Kostecki-Shaw, Jenny Sue","Same, Same But Different",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1278,"Krull, Kathleen",Harvesting Hope: The Story of Cesar Chavez,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1279,"Krull, Kathleen",Sonia Sotomayor (Women Who Broke the Rules Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1280,"Krull, Kathleen",Starstruck: The Cosmic Journey of Neil Degrasse Tyson,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1281,"Krull, Kathleen",What Was the March on Washington? (What was...? Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1282,"Kuhlman, Evan",Hank's Big Day: The Story of a Bug,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
1283,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Arkansas,Siloam Springs School District,2022-01-01,USA,Banned in Libraries and Classrooms
1284,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
1285,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Georgia,Cherokee County School District,2022-02-01,USA,Banned in Libraries and Classrooms
1286,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,New York,Yorktown Central School District,2022-01-01,USA,Banned Pending Investigation
1287,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Texas,Birdville Independent School District,2021-10-01,USA,Banned Pending Investigation
1288,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Texas,Fredericksburg Independent School District,2022-03-01,USA,Banned Pending Investigation
1289,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Texas,Klein Independent School District,2021-11-01,USA,Banned Pending Investigation
1290,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
1291,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Texas,Waller Independent School District,2021-11-01,USA,Banned Pending Investigation
1292,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Utah,Canyons School District,2021-10-01,USA,Banned Pending Investigation
1293,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Virginia,Virginia Beach City Public Schools,2021-10-01,USA,Banned Pending Investigation
1294,"Kuntz, Doug",Lost and Found Cat : The True Story of Kunkush's Incredible Journey,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
1295,"Kushner, Elisabeth",The Purim Superhero,Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
1296,"La Grotteria, Coni",El color de la piel,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
